indicator,year,name,category,group,value
not_anxious,2018,hartford_outer_ring,Total,Total,0.9183673469387755
not_anxious,2018,hartford_outer_ring,Gender,Male,0.8999999999999999
not_anxious,2018,hartford_outer_ring,Gender,Female,0.9081632653061225
not_anxious,2018,hartford_outer_ring,Age,Ages 18-34,0.81
not_anxious,2018,hartford_outer_ring,Age,Ages 35-49,0.95
not_anxious,2018,hartford_outer_ring,Age,Ages 50-64,0.9393939393939393
not_anxious,2018,hartford_outer_ring,Age,Ages 65+,0.88659793814433
not_anxious,2018,hartford_outer_ring,Race/Ethnicity,White,0.9
not_anxious,2018,hartford_outer_ring,Race/Ethnicity,Not white,0.8484848484848486
not_anxious,2018,hartford_outer_ring,Education,High school or less,0.8556701030927835
not_anxious,2018,hartford_outer_ring,Education,Some college or Associate's,0.9
not_anxious,2018,hartford_outer_ring,Education,Bachelor's or higher,0.9292929292929293
not_anxious,2018,hartford_outer_ring,Income,<$30K,0.8400000000000001
not_anxious,2018,hartford_outer_ring,Income,$30K-$75K,0.9
not_anxious,2018,hartford_outer_ring,Income,$75K+,0.9090909090909092
not_anxious,2018,hartford_outer_ring,With children,No children,0.9081632653061225
not_anxious,2018,hartford_outer_ring,With children,Children in household,0.91
not_anxious,2018,manchester,Total,Total,0.8
not_anxious,2018,manchester,Gender,Male,0.81
not_anxious,2018,manchester,Gender,Female,0.79
not_anxious,2018,manchester,Age,Under age 55,0.74
not_anxious,2018,manchester,Age,Age 55 or older,0.9
not_anxious,2018,manchester,Education,Bachelor's or higher,0.88
not_anxious,2018,manchester,Education,Some college or less,0.73
not_anxious,2018,manchester,Income,$75K+,0.81
not_anxious,2018,manchester,Income,<$75K,0.75
not_anxious,2018,meriden,Total,Total,0.8673469387755102
not_anxious,2018,meriden,Gender,Male,0.8673469387755102
not_anxious,2018,meriden,Gender,Female,0.8484848484848485
not_anxious,2018,meriden,Age,Under age 55,0.8282828282828284
not_anxious,2018,meriden,Age,Age 55 or older,0.9285714285714286
not_anxious,2018,meriden,Race/Ethnicity,White,0.8775510204081632
not_anxious,2018,meriden,Race/Ethnicity,Not white,0.84
not_anxious,2018,meriden,Education,High school or less,0.7755102040816326
not_anxious,2018,meriden,Education,Some college or Associate's,0.8282828282828284
not_anxious,2018,meriden,Education,Bachelor's or higher,0.97
not_anxious,2018,meriden,Income,<$30K,0.7142857142857143
not_anxious,2018,meriden,Income,$30K-$75K,0.8686868686868687
not_anxious,2018,meriden,Income,$75K+,0.95
not_anxious,2018,meriden,With children,No children,0.8367346938775511
not_anxious,2018,meriden,With children,Children in household,0.9191919191919191
not_anxious,2018,middlesex_county,Total,Total,0.9099999999999999
not_anxious,2018,middlesex_county,Gender,Male,0.92
not_anxious,2018,middlesex_county,Gender,Female,0.89
not_anxious,2018,middlesex_county,Age,Under age 55,0.9299999999999999
not_anxious,2018,middlesex_county,Age,Age 55 or older,0.8979591836734694
not_anxious,2018,middlesex_county,Education,High school or less,0.86
not_anxious,2018,middlesex_county,Education,Some college or Associate's,0.8979591836734694
not_anxious,2018,middlesex_county,Education,Bachelor's or higher,0.9400000000000001
not_anxious,2018,middlesex_county,Income,$75K+,0.9299999999999999
not_anxious,2018,middlesex_county,Income,<$75K,0.8999999999999999
not_anxious,2018,middlesex_county,With children,No children,0.9191919191919191
not_anxious,2018,middlesex_county,With children,Children in household,0.91
not_anxious,2018,middletown,Total,Total,0.9183673469387754
not_anxious,2018,middletown,Gender,Male,0.9489795918367347
not_anxious,2018,middletown,Gender,Female,0.8686868686868688
not_anxious,2018,middletown,Age,Under age 55,0.9090909090909093
not_anxious,2018,middletown,Age,Age 55 or older,0.9175257731958764
not_anxious,2018,middletown,Education,Bachelor's or higher,0.9090909090909091
not_anxious,2018,middletown,Education,Some college or less,0.9090909090909092
not_anxious,2018,middletown,Income,$75K+,0.9494949494949495
not_anxious,2018,middletown,Income,<$75K,0.8699999999999999
not_anxious,2018,milford,Total,Total,0.89
not_anxious,2018,milford,Gender,Male,0.87
not_anxious,2018,milford,Gender,Female,0.9489795918367346
not_anxious,2018,milford,Age,Under age 55,0.87
not_anxious,2018,milford,Age,Age 55 or older,0.9292929292929294
not_anxious,2018,milford,Education,Bachelor's or higher,0.9090909090909092
not_anxious,2018,milford,Education,Some college or less,0.898989898989899
not_anxious,2018,milford,Income,$75K+,0.9
not_anxious,2018,milford,Income,<$75K,0.9
not_anxious,2018,milford,With children,No children,0.9292929292929294
not_anxious,2018,milford,With children,Children in household,0.85
not_anxious,2018,monroe,Total,Total,0.88
not_anxious,2018,ncdhd,Total,Total,0.8181818181818182
not_anxious,2018,ncdhd,Gender,Male,0.81
not_anxious,2018,ncdhd,Gender,Female,0.8181818181818182
not_anxious,2018,ncdhd,Age,Under age 55,0.78
not_anxious,2018,ncdhd,Age,Age 55 or older,0.8877551020408164
not_anxious,2018,ncdhd,Race/Ethnicity,White,0.83
not_anxious,2018,ncdhd,Race/Ethnicity,Not white,0.7373737373737373
not_anxious,2018,ncdhd,Education,High school or less,0.8673469387755102
not_anxious,2018,ncdhd,Education,Some college or Associate's,0.81
not_anxious,2018,ncdhd,Education,Bachelor's or higher,0.8
not_anxious,2018,ncdhd,Income,<$30K,0.75
not_anxious,2018,ncdhd,Income,$30K-$75K,0.77
not_anxious,2018,ncdhd,Income,$75K+,0.88
not_anxious,2018,ncdhd,With children,No children,0.8080808080808082
not_anxious,2018,ncdhd,With children,Children in household,0.82
not_anxious,2018,nddh,Total,Total,0.888888888888889
not_anxious,2018,nddh,Gender,Male,0.888888888888889
not_anxious,2018,nddh,Gender,Female,0.89
not_anxious,2018,nddh,Age,Under age 55,0.87
not_anxious,2018,nddh,Age,Age 55 or older,0.9090909090909092
not_anxious,2018,nddh,Education,High school or less,0.9183673469387755
not_anxious,2018,nddh,Education,Some college or Associate's,0.82
not_anxious,2018,nddh,Education,Bachelor's or higher,0.9199999999999999
not_anxious,2018,nddh,Income,<$30K,0.8181818181818182
not_anxious,2018,nddh,Income,$30K-$75K,0.898989898989899
not_anxious,2018,nddh,Income,$75K+,0.93
not_anxious,2018,nddh,With children,No children,0.888888888888889
not_anxious,2018,nddh,With children,Children in household,0.89
not_anxious,2018,new_britain,Total,Total,0.8585858585858586
not_anxious,2018,new_britain,Gender,Male,0.8367346938775511
not_anxious,2018,new_britain,Gender,Female,0.8686868686868688
not_anxious,2018,new_britain,Age,Under age 55,0.8484848484848485
not_anxious,2018,new_britain,Age,Age 55 or older,0.8571428571428572
not_anxious,2018,new_britain,Race/Ethnicity,White,0.8571428571428571
not_anxious,2018,new_britain,Race/Ethnicity,Not white,0.8686868686868687
not_anxious,2018,new_britain,Education,High school or less,0.797979797979798
not_anxious,2018,new_britain,Education,Some college or Associate's,0.8787878787878788
not_anxious,2018,new_britain,Education,Bachelor's or higher,0.9081632653061225
not_anxious,2018,new_britain,Income,<$30K,0.79
not_anxious,2018,new_britain,Income,$30K-$75K,0.8775510204081632
not_anxious,2018,new_britain,Income,$75K+,0.9299999999999999
not_anxious,2018,new_britain,With children,No children,0.846938775510204
not_anxious,2018,new_britain,With children,Children in household,0.85
not_anxious,2018,new_haven,Total,Total,0.8484848484848486
not_anxious,2018,new_haven,Gender,Male,0.8484848484848485
not_anxious,2018,new_haven,Gender,Female,0.8383838383838383
not_anxious,2018,new_haven,Age,Ages 18-34,0.8300000000000001
not_anxious,2018,new_haven,Age,Ages 35-49,0.8080808080808082
not_anxious,2018,new_haven,Age,Ages 50-64,0.89
not_anxious,2018,new_haven,Age,Ages 65+,0.8469387755102041
not_anxious,2018,new_haven,Race/Ethnicity,White,0.8686868686868688
not_anxious,2018,new_haven,Race/Ethnicity,Black,0.8282828282828284
not_anxious,2018,new_haven,Race/Ethnicity,Latino,0.7777777777777778
not_anxious,2018,new_haven,Education,High school or less,0.7676767676767677
not_anxious,2018,new_haven,Education,Some college or Associate's,0.8282828282828284
not_anxious,2018,new_haven,Education,Bachelor's or higher,0.9090909090909092
not_anxious,2018,new_haven,Income,<$30K,0.7474747474747475
not_anxious,2018,new_haven,Income,$30K-$75K,0.9090909090909092
not_anxious,2018,new_haven,Income,$75K+,0.94
not_anxious,2018,new_haven,With children,No children,0.8400000000000001
not_anxious,2018,new_haven,With children,Children in household,0.8282828282828284
not_anxious,2018,new_haven_inner_ring,Total,Total,0.83
not_anxious,2018,new_haven_inner_ring,Gender,Male,0.8585858585858587
not_anxious,2018,new_haven_inner_ring,Gender,Female,0.8300000000000001
not_anxious,2018,new_haven_inner_ring,Age,Ages 18-34,0.8
not_anxious,2018,new_haven_inner_ring,Age,Ages 35-49,0.83
not_anxious,2018,new_haven_inner_ring,Age,Ages 50-64,0.86
not_anxious,2018,new_haven_inner_ring,Age,Ages 65+,0.9285714285714285
not_anxious,2018,new_haven_inner_ring,Race/Ethnicity,White,0.87
not_anxious,2018,new_haven_inner_ring,Race/Ethnicity,Black,0.8787878787878789
not_anxious,2018,new_haven_inner_ring,Race/Ethnicity,Latino,0.79
not_anxious,2018,new_haven_inner_ring,Education,High school or less,0.83
not_anxious,2018,new_haven_inner_ring,Education,Some college or Associate's,0.8585858585858586
not_anxious,2018,new_haven_inner_ring,Education,Bachelor's or higher,0.8400000000000001
not_anxious,2018,new_haven_inner_ring,Income,<$30K,0.77
not_anxious,2018,new_haven_inner_ring,Income,$30K-$75K,0.83
not_anxious,2018,new_haven_inner_ring,Income,$75K+,0.87
not_anxious,2018,new_haven_inner_ring,With children,No children,0.8484848484848485
not_anxious,2018,new_haven_inner_ring,With children,Children in household,0.82
not_anxious,2018,new_haven_outer_ring,Total,Total,0.88
not_anxious,2018,new_haven_outer_ring,Gender,Male,0.87
not_anxious,2018,new_haven_outer_ring,Gender,Female,0.8989898989898989
not_anxious,2018,new_haven_outer_ring,Age,Ages 18-34,0.8500000000000001
not_anxious,2018,new_haven_outer_ring,Age,Ages 35-49,0.8200000000000001
not_anxious,2018,new_haven_outer_ring,Age,Ages 50-64,0.9
not_anxious,2018,new_haven_outer_ring,Age,Ages 65+,0.96
not_anxious,2018,new_haven_outer_ring,Education,High school or less,0.9
not_anxious,2018,new_haven_outer_ring,Education,Some college or Associate's,0.81
not_anxious,2018,new_haven_outer_ring,Education,Bachelor's or higher,0.9199999999999999
not_anxious,2018,new_haven_outer_ring,Income,<$30K,0.94
not_anxious,2018,new_haven_outer_ring,Income,$30K-$75K,0.81
not_anxious,2018,new_haven_outer_ring,Income,$75K+,0.8999999999999999
not_anxious,2018,new_haven_outer_ring,With children,No children,0.9199999999999999
not_anxious,2018,new_haven_outer_ring,With children,Children in household,0.81
not_anxious,2018,new_london,Total,Total,0.7628865979381444
not_anxious,2018,new_london,Gender,Male,0.7894736842105263
not_anxious,2018,new_london,Gender,Female,0.7551020408163265
not_anxious,2018,new_london,Age,Under age 55,0.7113402061855669
not_anxious,2018,new_london,Age,Age 55 or older,0.8958333333333334
not_anxious,2018,new_london,Race/Ethnicity,White,0.75
not_anxious,2018,new_london,Race/Ethnicity,Not white,0.768421052631579
not_anxious,2018,new_london,Education,Bachelor's or higher,0.78
not_anxious,2018,new_london,Education,Less than Bachelor's degree,0.7473684210526316
not_anxious,2018,new_london,Income,$75K+,0.8300000000000001
not_anxious,2018,new_london,Income,<$75K,0.7187500000000001
not_anxious,2018,new_milford,Total,Total,0.86
not_anxious,2018,new_milford,Gender,Male,0.8787878787878788
not_anxious,2018,new_milford,Gender,Female,0.84
not_anxious,2018,new_milford,Age,Under age 55,0.84
not_anxious,2018,new_milford,Age,Age 55 or older,0.9081632653061223
not_anxious,2018,new_milford,Education,High school or less,0.898989898989899
not_anxious,2018,new_milford,Education,Some college or Associate's,0.7676767676767677
not_anxious,2018,new_milford,Education,Bachelor's or higher,0.9
not_anxious,2018,new_milford,Income,$75K+,0.91
not_anxious,2018,new_milford,Income,<$75K,0.8181818181818182
not_anxious,2018,new_milford,With children,No children,0.85
not_anxious,2018,new_milford,With children,Children in household,0.898989898989899
not_anxious,2018,newtown,Total,Total,0.8686868686868687
not_anxious,2018,newtown,Gender,Male,0.888888888888889
not_anxious,2018,newtown,Gender,Female,0.8686868686868687
not_anxious,2018,newtown,Age,Under age 55,0.8469387755102041
not_anxious,2018,newtown,Age,Age 55 or older,0.9191919191919192
not_anxious,2018,newtown,Education,Bachelor's or higher,0.9
not_anxious,2018,newtown,Education,Some college or less,0.836734693877551
not_anxious,2018,newtown,Income,$75K+,0.888888888888889
not_anxious,2018,newtown,Income,<$75K,0.8099999999999999
not_anxious,2018,newtown,With children,No children,0.8775510204081632
not_anxious,2018,newtown,With children,Children in household,0.88
not_anxious,2018,norwalk,Total,Total,0.8673469387755102
not_anxious,2018,norwalk,Gender,Male,0.8571428571428572
not_anxious,2018,norwalk,Gender,Female,0.8787878787878788
not_anxious,2018,norwalk,Age,Ages 18-34,0.79
not_anxious,2018,norwalk,Age,Ages 35-49,0.8979591836734695
not_anxious,2018,norwalk,Age,Ages 50-64,0.8969072164948454
not_anxious,2018,norwalk,Age,Ages 65+,0.8673469387755102
not_anxious,2018,norwalk,Race/Ethnicity,White,0.88
not_anxious,2018,norwalk,Race/Ethnicity,Not white,0.826530612244898
not_anxious,2018,norwalk,Education,High school or less,0.8229166666666667
not_anxious,2018,norwalk,Education,Some college or Associate's,0.8181818181818182
not_anxious,2018,norwalk,Education,Bachelor's or higher,0.898989898989899
not_anxious,2018,norwalk,Income,<$30K,0.7916666666666667
not_anxious,2018,norwalk,Income,$30K-$75K,0.8181818181818182
not_anxious,2018,norwalk,Income,$75K+,0.9090909090909092
not_anxious,2018,norwalk,With children,No children,0.8673469387755102
not_anxious,2018,norwalk,With children,Children in household,0.8383838383838385
not_anxious,2018,nyborder,Total,Total,0.8673469387755102
not_anxious,2018,nyborder,Gender,Male,0.8571428571428571
not_anxious,2018,nyborder,Gender,Female,0.8775510204081634
not_anxious,2018,nyborder,Age,Ages 18-34,0.8163265306122449
not_anxious,2018,nyborder,Age,Ages 35-49,0.8367346938775511
not_anxious,2018,nyborder,Age,Ages 50-64,0.84
not_anxious,2018,nyborder,Age,Ages 65+,0.9183673469387755
not_anxious,2018,nyborder,Race/Ethnicity,White,0.888888888888889
not_anxious,2018,nyborder,Race/Ethnicity,Not white,0.8181818181818182
not_anxious,2018,nyborder,Education,High school or less,0.797979797979798
not_anxious,2018,nyborder,Education,Some college or Associate's,0.8383838383838385
not_anxious,2018,nyborder,Education,Bachelor's or higher,0.9175257731958764
not_anxious,2018,nyborder,Income,<$30K,0.7525773195876289
not_anxious,2018,nyborder,Income,$30K-$75K,0.8877551020408163
not_anxious,2018,nyborder,Income,$75K+,0.87
not_anxious,2018,nyborder,With children,No children,0.8888888888888891
not_anxious,2018,nyborder,With children,Children in household,0.836734693877551
not_anxious,2018,pomperaug,Total,Total,0.86
not_anxious,2018,pomperaug,Gender,Male,0.8500000000000001
not_anxious,2018,pomperaug,Gender,Female,0.87
not_anxious,2018,pomperaug,Age,Under age 55,0.83
not_anxious,2018,pomperaug,Age,Age 55 or older,0.88
not_anxious,2018,pomperaug,Education,Bachelor's or higher,0.9
not_anxious,2018,pomperaug,Education,Some college or less,0.79
not_anxious,2018,pomperaug,Income,$75K+,0.9199999999999999
not_anxious,2018,pomperaug,Income,<$75K,0.75
not_anxious,2018,pomperaug,With children,No children,0.86
not_anxious,2018,pomperaug,With children,Children in household,0.88
not_anxious,2018,port_chester_ny,Total,Total,0.86
not_anxious,2018,port_chester_ny,Gender,Male,0.9
not_anxious,2018,port_chester_ny,Gender,Female,0.8484848484848486
not_anxious,2018,port_chester_ny,Age,Under age 55,0.8484848484848486
not_anxious,2018,port_chester_ny,Age,Age 55 or older,0.8888888888888891
not_anxious,2018,port_chester_ny,Race/Ethnicity,White,0.8787878787878788
not_anxious,2018,port_chester_ny,Race/Ethnicity,Not white,0.85
not_anxious,2018,port_chester_ny,Education,High school or less,0.78
not_anxious,2018,port_chester_ny,Education,Some college or Associate's,0.8673469387755103
not_anxious,2018,port_chester_ny,Education,Bachelor's or higher,0.9393939393939394
not_anxious,2018,port_chester_ny,Income,$75K+,0.87
